canonical_ar,english,frequency_class,corpus_share_pct,slot1_person_pct,slot2_father_pct,slot3_grandfather_pct,slot4_ancestor_pct,slot5_family_pct,slot6_clan_pct
السلهوب,Elsalhoub,r,8.2e-05,0.0,0.0,0.0,11.11,77.78,11.11
السمرجي,Elsamaragy,r,8.2e-05,0.0,0.0,0.0,11.11,77.78,11.11
السمسار,Elsemsar,r,8.2e-05,0.0,0.0,0.0,0.0,55.56,33.33
السنصار,Elsansar,r,8.2e-05,0.0,0.0,0.0,33.33,66.67,0.0
السنطي,Elsanty,r,8.2e-05,0.0,0.0,0.0,0.0,88.89,11.11
السنفاوي,Elsanfawy,r,8.2e-05,0.0,0.0,0.0,0.0,88.89,11.11
السوباري,Elsoubary,r,8.2e-05,0.0,0.0,0.0,11.11,66.67,22.22
السوق,Elsouq,r,8.2e-05,0.0,0.0,0.0,11.11,55.56,33.33
السيوطي,Elsoyouty,r,8.2e-05,0.0,0.0,0.0,55.56,0.0,44.44
الشاروني,Elsharouny,r,8.2e-05,0.0,33.33,0.0,0.0,33.33,33.33
الشام,Elsham,r,8.2e-05,0.0,22.22,0.0,33.33,33.33,11.11
الشبيتي,Elshobeity,r,8.2e-05,0.0,22.22,0.0,33.33,44.44,0.0
الشريري,Elshareery,r,8.2e-05,0.0,0.0,0.0,33.33,66.67,0.0
الشقرة,Elshaqra,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
الشكعة,Elshakaa,r,8.2e-05,0.0,0.0,0.0,11.11,88.89,0.0
الشماوي,Elshammawy,r,8.2e-05,0.0,0.0,0.0,22.22,77.78,0.0
الشنباري,Elshanbary,r,8.2e-05,0.0,0.0,0.0,0.0,88.89,11.11
الشنوري,Elshannoury,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
الشهيني,Elshaheeny,r,8.2e-05,0.0,0.0,55.56,22.22,22.22,0.0
الشوحة,Elshawha,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
الشويني,Elshowainy,r,8.2e-05,0.0,0.0,11.11,0.0,44.44,33.33
الشيباني,Elshaibany,r,8.2e-05,0.0,33.33,0.0,11.11,44.44,11.11
الشيحة,Elsheeha,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
الصريف,Elsareef,r,8.2e-05,0.0,0.0,0.0,0.0,55.56,33.33
الصهبي,Elsohby,r,8.2e-05,0.0,0.0,0.0,0.0,33.33,66.67
الصياح,Elsayyah,r,8.2e-05,0.0,0.0,22.22,22.22,44.44,11.11
الطالب,Eltaleb,r,8.2e-05,0.0,11.11,44.44,44.44,0.0,0.0
الطباع,Eltabbaa,r,8.2e-05,0.0,0.0,22.22,55.56,11.11,0.0
الططاوي,Eltattawy,r,8.2e-05,0.0,0.0,0.0,22.22,66.67,11.11
الطناملي,Eltanamly,r,8.2e-05,0.0,0.0,0.0,11.11,55.56,33.33
الطوبشي,Eltoubshy,r,8.2e-05,0.0,0.0,0.0,11.11,66.67,22.22
العارفبالله,Elarifbillah,r,8.2e-05,0.0,88.89,11.11,0.0,0.0,0.0
العبود,Elabboud,r,8.2e-05,0.0,11.11,0.0,33.33,22.22,33.33
العثمان,Elothman,r,8.2e-05,0.0,0.0,44.44,44.44,11.11,0.0
العثملي,Elathmaly,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
العسقول,Elasqoul,r,8.2e-05,0.0,0.0,0.0,0.0,33.33,66.67
العضاض,Eladdad,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
العطشجي,Elatashgy,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
العطيفي,Elotaify,r,8.2e-05,0.0,44.44,0.0,0.0,22.22,22.22
العمرجي,Elamargy,r,8.2e-05,0.0,0.0,0.0,33.33,66.67,0.0
العمودي,Elamoudi,r,8.2e-05,0.0,0.0,0.0,22.22,77.78,0.0
العواضي,Elawwady,r,8.2e-05,0.0,0.0,0.0,0.0,88.89,11.11
العويلي,Elowaily,r,8.2e-05,0.0,0.0,0.0,0.0,88.89,11.11
الغديري,Elghodeiry,r,8.2e-05,0.0,0.0,0.0,22.22,55.56,22.22
الغلبوني,Elghalbouny,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
الغندقلي,Elghandaqly,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
الفارسكوري,Elfarsakoury,r,8.2e-05,0.0,0.0,0.0,22.22,66.67,0.0
الفتيكي,Elfateeky,r,8.2e-05,0.0,0.0,0.0,0.0,55.56,44.44
الفروجي,Elfarrugy,r,8.2e-05,0.0,0.0,0.0,22.22,66.67,11.11
الفزاري,Elfazary,r,8.2e-05,0.0,0.0,0.0,11.11,55.56,33.33
الفسخاني,Elfasakhany,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
الفص,Elfass,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
الفقس,Elfaqs,r,8.2e-05,0.0,0.0,0.0,11.11,77.78,11.11
الفلو,Elfello,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
الفيرا,Elfira,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
القديري,Elqodeiry,r,8.2e-05,0.0,0.0,0.0,0.0,88.89,11.11
القراقصي,Elqaraqsy,r,8.2e-05,0.0,0.0,0.0,11.11,66.67,11.11
القرعة,Elqaraa,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
القشاشي,Elqashashy,r,8.2e-05,0.0,0.0,0.0,44.44,44.44,11.11
القشيشي,Elqasheeshy,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,22.22
القصاب,Elqassab,r,8.2e-05,0.0,0.0,33.33,55.56,11.11,0.0
القططي,Elqattaty,r,8.2e-05,0.0,0.0,0.0,11.11,44.44,44.44
القفص,Elqafas,r,8.2e-05,0.0,0.0,0.0,22.22,77.78,0.0
القماطي,Elqomaty,r,8.2e-05,0.0,0.0,0.0,0.0,33.33,66.67
القمصاني,Elqomsany,r,8.2e-05,0.0,0.0,0.0,11.11,77.78,11.11
القهوقي,Elqahoqy,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
الكحلة,Elkahla,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
الكحيل,Elkaheel,r,8.2e-05,0.0,0.0,11.11,11.11,66.67,11.11
الكمنوري,Elkamannoury,r,8.2e-05,0.0,0.0,0.0,0.0,33.33,66.67
الكنزي,Elkanzy,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
الكور,Elkour,r,8.2e-05,0.0,0.0,0.0,11.11,44.44,44.44
الكوع,Elkoua,r,8.2e-05,0.0,0.0,0.0,66.67,33.33,0.0
الكيك,Elkeek,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
اللبابيدي,Ellababidy,r,8.2e-05,0.0,0.0,11.11,88.89,0.0,0.0
اللواني,Ellawwany,r,8.2e-05,0.0,0.0,0.0,22.22,77.78,0.0
الماكن,Elmaken,r,8.2e-05,0.0,0.0,0.0,0.0,33.33,66.67
المباريدي,Elmabaridy,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
المجيد,Elmageed,r,8.2e-05,0.0,0.0,0.0,33.33,55.56,11.11
المخاوي,Elmakhawy,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
المخلصاوي,Elmokhlesawy,r,8.2e-05,0.0,0.0,0.0,11.11,77.78,11.11
المروة,Elmarwa,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
المش,Elmish,r,8.2e-05,0.0,0.0,0.0,33.33,66.67,0.0
المشرفي,Elmoshreify,r,8.2e-05,0.0,0.0,0.0,11.11,77.78,11.11
المظ,Elmazz,r,8.2e-05,44.44,33.33,11.11,11.11,0.0,0.0
المقص,Elmaqs,r,8.2e-05,0.0,0.0,0.0,11.11,66.67,22.22
المليطي,Elmaleety,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
المنار,Elmanar,r,8.2e-05,0.0,0.0,0.0,11.11,88.89,0.0
المنشليني,Elmansheleeny,r,8.2e-05,0.0,0.0,0.0,11.11,66.67,22.22
المنفلوطي,Elmanfalouty,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
الناضر,Elnader,r,8.2e-05,0.0,0.0,0.0,11.11,11.11,77.78
الناطور,Elnatour,r,8.2e-05,0.0,0.0,11.11,22.22,55.56,11.11
الناوي,Elnawy,r,8.2e-05,0.0,11.11,0.0,22.22,66.67,0.0
النجارة,Elnegara,r,8.2e-05,0.0,0.0,0.0,11.11,88.89,0.0
النجمي,Elnagmy,r,8.2e-05,0.0,0.0,0.0,0.0,55.56,44.44
النداف,Elnaddaf,r,8.2e-05,0.0,0.0,11.11,22.22,44.44,22.22
النشابي,Elnashshaby,r,8.2e-05,0.0,0.0,0.0,0.0,88.89,11.11
النضار,Elnodar,r,8.2e-05,0.0,0.0,0.0,66.67,11.11,22.22
النطار,Elnattar,r,8.2e-05,0.0,0.0,0.0,33.33,44.44,22.22
النعيم,Elnaeem,r,8.2e-05,0.0,22.22,11.11,66.67,0.0,0.0
النهري,Elnahry,r,8.2e-05,0.0,0.0,0.0,33.33,22.22,44.44
النهطاوي,Elnahatwy,r,8.2e-05,0.0,0.0,0.0,11.11,88.89,0.0
الهباش,Elhabbash,r,8.2e-05,0.0,0.0,0.0,11.11,88.89,0.0
الهراوي,Elharrawy,r,8.2e-05,0.0,0.0,0.0,0.0,11.11,77.78
الهشه,Elhasha,r,5.5e-05,0.0,0.0,0.0,0.0,100.0,0.0
الهناوي,Elhannawy,r,8.2e-05,0.0,0.0,0.0,11.11,55.56,33.33
الهوي,Elhaway,r,8.2e-05,0.0,11.11,0.0,77.78,11.11,0.0
الهيشي,Elheishy,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
الواكب,Elwakeb,r,8.2e-05,0.0,0.0,0.0,0.0,55.56,44.44
الوحيشي,Elwaheeshy,r,8.2e-05,0.0,0.0,0.0,22.22,55.56,11.11
الوردي,Elwardy,r,8.2e-05,0.0,0.0,11.11,44.44,33.33,11.11
بابرس,Babars,r,8.2e-05,0.0,0.0,0.0,44.44,55.56,0.0
باتريسيا,Patricia,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
باتريشيا,Patricia,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
باخوميوس,Pachomius,r,8.2e-05,88.89,11.11,0.0,0.0,0.0,0.0
بارود,Baroud,r,8.2e-05,0.0,0.0,11.11,0.0,33.33,55.56
بحلاق,Bahlaq,r,8.2e-05,0.0,0.0,11.11,11.11,44.44,33.33
بخاري,Bokhary,r,8.2e-05,0.0,22.22,11.11,33.33,33.33,0.0
بختان,Bakhtan,r,8.2e-05,0.0,22.22,11.11,55.56,11.11,0.0
برقوق,Barqouq,r,8.2e-05,0.0,0.0,0.0,33.33,66.67,0.0
بريتني,Britney,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
بزة,Bezza,r,8.2e-05,0.0,0.0,0.0,33.33,66.67,0.0
بشوندي,Beshoundy,r,8.2e-05,0.0,0.0,22.22,55.56,22.22,0.0
بصيص,Basees,r,8.2e-05,0.0,0.0,0.0,33.33,66.67,0.0
بطاوي,Battawy,r,8.2e-05,0.0,22.22,22.22,11.11,44.44,0.0
بطين,Betteen,r,8.2e-05,0.0,0.0,0.0,0.0,11.11,88.89
بعبول,Baaboul,r,8.2e-05,0.0,0.0,0.0,0.0,33.33,66.67
بعلط,Baalat,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
بقرة,Baqara,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
بكتاش,Baktash,r,8.2e-05,0.0,0.0,33.33,11.11,33.33,22.22
بكرين,Bakreen,r,8.2e-05,0.0,11.11,22.22,55.56,11.11,0.0
بلاجيا,Pelagia,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
بلاطس,Belatis,r,8.2e-05,0.0,0.0,33.33,22.22,44.44,0.0
بلوزة,Blouza,r,8.2e-05,0.0,0.0,0.0,11.11,77.78,11.11
بليحة,Boleiha,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,11.11
بليطي,Belleety,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
بليكع,Belekaa,r,8.2e-05,0.0,0.0,0.0,0.0,88.89,11.11
بهروز,Behrouz,r,8.2e-05,0.0,0.0,100.0,0.0,0.0,0.0
بهير,Baheer,r,8.2e-05,11.11,22.22,22.22,44.44,0.0,0.0
بوبو,Bobo,r,8.2e-05,0.0,0.0,0.0,88.89,11.11,0.0
بوعز,Bouaz,r,8.2e-05,11.11,33.33,55.56,0.0,0.0,0.0
بولين,Pauline,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
تبري,Tebri,r,8.2e-05,0.0,0.0,0.0,11.11,44.44,44.44
تركماني,Torkomany,r,8.2e-05,0.0,0.0,33.33,66.67,0.0,0.0
تلبة,Telba,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
تونس,Tunis,r,8.2e-05,0.0,22.22,22.22,44.44,11.11,0.0
تيما,Teema,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
ثوري,Thawry,r,8.2e-05,0.0,100.0,0.0,0.0,0.0,0.0
جابين,Gabeen,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
جايدا,Jayda,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
جدة,Gedda,r,8.2e-05,22.22,0.0,11.11,55.56,11.11,0.0
جراوي,Garrawy,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
جسرها,Gesreha,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
جعطيط,Gaatit,r,8.2e-05,0.0,0.0,0.0,0.0,0.0,88.89
جلوة,Gelwa,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
جمدة,Gamda,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
جنح,Ganh,r,8.2e-05,0.0,0.0,22.22,33.33,44.44,0.0
جهان,Gehan,r,8.2e-05,88.89,0.0,0.0,11.11,0.0,0.0
جهجه,Gahgah,r,8.2e-05,0.0,0.0,0.0,22.22,66.67,11.11
جوادة,Gawwada,r,8.2e-05,0.0,0.0,33.33,0.0,44.44,22.22
حاسن,Hasen,r,8.2e-05,0.0,11.11,22.22,66.67,0.0,0.0
حامدين,Hamdeen,r,8.2e-05,0.0,44.44,44.44,11.11,0.0,0.0
حاويل,Haweel,r,8.2e-05,0.0,0.0,0.0,11.11,88.89,0.0
حبوظة,Habbouza,r,8.2e-05,0.0,0.0,0.0,11.11,88.89,0.0
حبيتة,Habeeta,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
حجيج,Hogeig,r,8.2e-05,0.0,0.0,11.11,0.0,77.78,11.11
حزمان,Hazman,r,8.2e-05,0.0,0.0,11.11,0.0,66.67,22.22
حشمي,Hashmy,r,8.2e-05,0.0,0.0,55.56,44.44,0.0,0.0
حلم,Helm,r,8.2e-05,88.89,11.11,0.0,0.0,0.0,0.0
حمدينة,Hamdeena,r,8.2e-05,0.0,33.33,66.67,0.0,0.0,0.0
حوا,Hawwa,r,8.2e-05,11.11,0.0,0.0,22.22,66.67,0.0
حودة,Houda,r,8.2e-05,0.0,33.33,0.0,33.33,33.33,0.0
حويس,Howais,r,8.2e-05,0.0,0.0,0.0,0.0,33.33,66.67
حويشي,Howaishy,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
ختام,Khetam,r,8.2e-05,66.67,22.22,11.11,0.0,0.0,0.0
خريش,Kherreesh,r,8.2e-05,0.0,11.11,44.44,33.33,11.11,0.0
خزامى,Khozamy,r,7.3e-05,0.0,11.11,11.11,66.67,11.11,0.0
خشوعي,Khoshouy,r,8.2e-05,0.0,0.0,11.11,11.11,66.67,11.11
خلوي,Khalawy,r,8.2e-05,0.0,0.0,22.22,11.11,55.56,11.11
خنفر,Khanfar,r,8.2e-05,0.0,0.0,22.22,33.33,44.44,0.0
خود,Khoud,r,8.2e-05,0.0,0.0,0.0,44.44,55.56,0.0
خويلد,Khowailed,r,8.2e-05,33.33,33.33,11.11,0.0,22.22,0.0
خيبر,Khaybar,r,8.2e-05,0.0,11.11,55.56,33.33,0.0,0.0
دابي,Daby,r,8.2e-05,11.11,0.0,0.0,0.0,88.89,0.0
داعوس,Daous,r,8.2e-05,0.0,0.0,0.0,11.11,66.67,22.22
دحروجة,Dahrouga,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
درشة,Darsha,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
درهان,Darhan,r,8.2e-05,0.0,0.0,0.0,33.33,66.67,0.0
دقاش,Daqqash,r,8.2e-05,0.0,0.0,11.11,11.11,77.78,0.0
دقة,Deqqa,r,8.2e-05,0.0,0.0,66.67,0.0,22.22,0.0
دندوح,Dandooh,r,8.2e-05,0.0,0.0,0.0,22.22,77.78,0.0
دنور,Dannour,r,8.2e-05,0.0,33.33,11.11,44.44,11.11,0.0
دنيبة,Donayba,r,8.2e-05,0.0,0.0,0.0,33.33,66.67,0.0
دوح,Douh,r,8.2e-05,0.0,0.0,11.11,11.11,66.67,11.11
دويش,Dowish,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
ديبة,Deeba,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
ديدح,Deedah,r,8.2e-05,0.0,0.0,0.0,55.56,33.33,11.11
ديلارا,Dilara,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
رئيفة,Raeefa,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
رابيل,Rabeel,r,8.2e-05,0.0,0.0,0.0,77.78,22.22,0.0
رازان,Razan,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
راشي,Rashi,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
رباص,Rabbas,r,8.2e-05,0.0,0.0,0.0,11.11,88.89,0.0
رجيعة,Rageea,r,8.2e-05,0.0,11.11,22.22,22.22,44.44,0.0
رضانة,Raddana,r,8.2e-05,0.0,33.33,55.56,11.11,0.0,0.0
رعب,Roab,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
رفعي,Refaei,r,8.2e-05,0.0,33.33,55.56,11.11,0.0,0.0
رملي,Ramly,r,8.2e-05,0.0,33.33,33.33,22.22,0.0,11.11
روشة,Rawsha,r,8.2e-05,0.0,0.0,0.0,11.11,88.89,0.0
ريشو,Resho,r,8.2e-05,0.0,0.0,0.0,11.11,88.89,0.0
زغربان,Zaghraban,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
زمراوي,Zamrawy,r,8.2e-05,11.11,11.11,55.56,0.0,22.22,0.0
زهار,Zahhar,r,8.2e-05,22.22,11.11,11.11,44.44,11.11,0.0
زينر,Zainer,r,8.2e-05,0.0,0.0,0.0,22.22,77.78,0.0
سائد,Saed,r,8.2e-05,33.33,55.56,11.11,0.0,0.0,0.0
سامون,Samoun,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
سبكي,Sobky,r,8.2e-05,11.11,22.22,55.56,11.11,0.0,0.0
ستيت,Setteet,r,8.2e-05,0.0,0.0,0.0,11.11,44.44,44.44
سحيل,Sohail,r,8.2e-05,0.0,0.0,0.0,55.56,44.44,0.0
سقيطة,Soqaita,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
سموكة,Sammouka,r,8.2e-05,0.0,0.0,0.0,22.22,77.78,0.0
سنور,Sennour,r,8.2e-05,0.0,0.0,22.22,0.0,44.44,33.33
سيريل,Cyril,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
شادلي,Shadly,r,8.2e-05,0.0,77.78,0.0,22.22,0.0,0.0
شازلي,Shazly,r,8.2e-05,0.0,44.44,11.11,44.44,0.0,0.0
شجن,Shagan,r,8.2e-05,100.0,0.0,0.0,0.0,0.0,0.0
شحرور,Shahrour,r,8.2e-05,0.0,0.0,0.0,22.22,77.78,0.0
شدوان,Shadwan,r,8.2e-05,33.33,66.67,0.0,0.0,0.0,0.0
شربي,Sharaby,r,8.2e-05,0.0,11.11,0.0,0.0,66.67,22.22
شريري,Shereiry,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
شطارة,Shattara,r,8.2e-05,0.0,0.0,22.22,0.0,44.44,33.33
شعرية,Sheereya,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
شعيبة,Shoaiba,r,8.2e-05,0.0,0.0,0.0,0.0,44.44,55.56
شقيرة,Shoqeira,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
شقيفي,Shaqeefy,r,8.2e-05,0.0,11.11,33.33,55.56,0.0,0.0
شمالة,Shammala,r,8.2e-05,0.0,0.0,0.0,11.11,55.56,33.33
شمعي,Shamy,r,8.2e-05,0.0,11.11,55.56,33.33,0.0,0.0
شنداوي,Shandawy,r,8.2e-05,0.0,11.11,33.33,44.44,11.11,0.0
شهيدة,Shaheeda,r,8.2e-05,77.78,0.0,0.0,11.11,0.0,11.11
شواف,Shawwaf,r,8.2e-05,0.0,22.22,0.0,0.0,55.56,22.22
صابوني,Sabouny,r,8.2e-05,0.0,0.0,22.22,44.44,11.11,11.11
صبحية,Sobheya,r,8.2e-05,88.89,0.0,0.0,0.0,11.11,0.0
صحصح,Sahsah,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
صدراك,Cidrak,r,8.2e-05,0.0,0.0,44.44,22.22,33.33,0.0
صطوف,Sattouf,r,8.2e-05,0.0,22.22,33.33,44.44,0.0,0.0
صنيدق,Sonaydeq,r,8.2e-05,0.0,0.0,0.0,0.0,88.89,11.11
صومائيل,Somaiel,r,8.2e-05,0.0,77.78,22.22,0.0,0.0,0.0
صويرة,Sowaira,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
طاحونية,Tahouniya,r,8.2e-05,0.0,0.0,0.0,11.11,77.78,0.0
طافور,Tafoor,r,8.2e-05,0.0,11.11,11.11,0.0,55.56,22.22
طباجة,Tabbaga,r,8.2e-05,0.0,0.0,0.0,11.11,88.89,0.0
طبلاوي,Tablawy,r,8.2e-05,0.0,66.67,33.33,0.0,0.0,0.0
طحان,Tahhan,r,8.2e-05,0.0,0.0,11.11,44.44,33.33,11.11
طسن,Tasan,r,8.2e-05,0.0,11.11,33.33,55.56,0.0,0.0
طماعة,Tammaa,r,8.2e-05,0.0,0.0,0.0,33.33,55.56,11.11
طويقي,Toweqy,r,8.2e-05,0.0,0.0,33.33,0.0,66.67,0.0
طيرالبر,Tairalbarr,r,8.2e-05,0.0,11.11,33.33,11.11,44.44,0.0
طيري,Tairy,r,8.2e-05,0.0,11.11,22.22,66.67,0.0,0.0
عابوه,Abouh,r,8.2e-05,0.0,0.0,0.0,11.11,77.78,11.11
عبار,Abbar,r,8.2e-05,0.0,11.11,44.44,44.44,0.0,0.0
عبدالبار,Abdelbar,r,8.2e-05,0.0,33.33,33.33,22.22,11.11,0.0
عبدالذاكر,Abdelzakir,r,8.2e-05,0.0,55.56,44.44,0.0,0.0,0.0
عبدالصافي,Abdelsafy,r,8.2e-05,0.0,0.0,77.78,22.22,0.0,0.0
عبدالطاهر,Abdeltaher,r,8.2e-05,0.0,0.0,44.44,44.44,11.11,0.0
عبدالمختار,Abdelmokhtar,r,8.2e-05,0.0,0.0,55.56,22.22,22.22,0.0
عبدالمفضل,Abdelmofaddal,r,8.2e-05,0.0,0.0,22.22,66.67,11.11,0.0
عرابين,Arabin,r,8.2e-05,0.0,0.0,0.0,22.22,66.67,11.11
عرادة,Arrada,r,8.2e-05,0.0,0.0,11.11,0.0,88.89,0.0
عرف,Araf,r,8.2e-05,0.0,0.0,33.33,0.0,66.67,0.0
عرمش,Armash,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
عروق,Orouq,r,8.2e-05,0.0,0.0,0.0,0.0,22.22,77.78
عريفة,Areefa,r,8.2e-05,0.0,11.11,0.0,0.0,55.56,33.33
عزاري,Azzary,r,8.2e-05,0.0,33.33,44.44,22.22,0.0,0.0
عزالي,Azzaly,r,8.2e-05,0.0,11.11,44.44,0.0,44.44,0.0
عسس,Asas,r,8.2e-05,0.0,0.0,0.0,11.11,88.89,0.0
عشاوي,Ashawy,r,8.2e-05,0.0,0.0,66.67,33.33,0.0,0.0
عضيمة,Adeema,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
علبة,Olba,r,8.2e-05,0.0,0.0,0.0,22.22,55.56,22.22
عمام,Ammam,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
عمايم,Amayem,r,8.2e-05,0.0,0.0,11.11,11.11,66.67,11.11
عنايت,Enayat,r,8.2e-05,11.11,22.22,44.44,11.11,11.11,0.0
عنيبة,Onayba,r,8.2e-05,0.0,0.0,0.0,22.22,55.56,11.11
عنين,Aneen,r,8.2e-05,0.0,0.0,0.0,33.33,55.56,11.11
عوفة,Oufa,r,8.2e-05,0.0,0.0,33.33,44.44,22.22,0.0
عويعة,Owaya,r,8.2e-05,0.0,0.0,0.0,0.0,22.22,77.78
غربال,Gherbal,r,8.2e-05,0.0,0.0,0.0,22.22,33.33,44.44
غزوان,Ghazwan,r,8.2e-05,0.0,88.89,11.11,0.0,0.0,0.0
غزيز,Ghazeiz,r,8.2e-05,0.0,0.0,0.0,22.22,77.78,0.0
غطاطي,Ghattaty,r,8.2e-05,0.0,0.0,0.0,0.0,66.67,33.33
غوش,Ghoush,r,8.2e-05,0.0,0.0,0.0,0.0,88.89,11.11
غول,Ghoul,r,8.2e-05,0.0,11.11,11.11,66.67,11.11,0.0
فاكر,Faker,r,8.2e-05,0.0,66.67,33.33,0.0,0.0,0.0
فايدة,Fayda,r,8.2e-05,44.44,0.0,0.0,0.0,44.44,11.11
فايزي,Fayzy,r,8.2e-05,0.0,11.11,33.33,44.44,11.11,0.0
فتوة,Fetwa,r,8.2e-05,0.0,0.0,0.0,11.11,77.78,11.11
فجري,Fagry,r,8.2e-05,0.0,22.22,22.22,33.33,22.22,0.0
فرايم,Feraim,r,8.2e-05,0.0,33.33,55.56,11.11,0.0,0.0
فرعاص,Faras,r,8.2e-05,0.0,0.0,0.0,0.0,22.22,66.67
فطيرة,Fateera,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
فكر,Fekr,r,8.2e-05,0.0,0.0,11.11,88.89,0.0,0.0
فيزالله,Fayzallah,r,8.2e-05,0.0,0.0,22.22,55.56,22.22,0.0
فيضي,Faydy,r,8.2e-05,0.0,0.0,22.22,44.44,33.33,0.0
قاروصة,Qarousa,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,22.22
قرانشو,Qaransho,r,8.2e-05,0.0,0.0,0.0,11.11,88.89,0.0
قرش,Qersh,r,8.2e-05,0.0,0.0,11.11,44.44,44.44,0.0
قسم,Qasam,r,8.2e-05,11.11,11.11,55.56,11.11,11.11,0.0
قشتي,Qeshty,r,8.2e-05,0.0,0.0,0.0,33.33,55.56,11.11
قشوع,Qashou,r,8.2e-05,0.0,0.0,0.0,11.11,44.44,44.44
قشيشة,Qasheesha,r,8.2e-05,0.0,0.0,0.0,0.0,77.78,0.0
قصيدة,Qaseeda,r,8.2e-05,0.0,0.0,22.22,33.33,44.44,0.0
قللي,Qalaly,r,8.2e-05,0.0,0.0,22.22,33.33,11.11,33.33
قنصل,Qonsol,r,8.2e-05,0.0,0.0,0.0,0.0,22.22,77.78
قيدة,Qeeda,r,8.2e-05,0.0,0.0,0.0,0.0,100.0,0.0
قيراط,Qirat,r,8.2e-05,0.0,0.0,0.0,0.0,44.44,55.56
كاسح,Kaseh,r,8.2e-05,0.0,11.11,0.0,88.89,0.0,0.0
