canonical_ar,english,frequency_class,corpus_share_pct,slot1_person_pct,slot2_father_pct,slot3_grandfather_pct,slot4_ancestor_pct,slot5_family_pct,slot6_clan_pct
السويدان,Elsoweidan,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السويرك,Elsoweirak,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
السويلمي,Elsoweilmy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
السيجري,Elsaigary,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
السيحتي,Elsaihaty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
السيحمي,Elsaihamy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
السيدأغا,Elsayedagha,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
السيداوي,Elsaydawy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
السيدبصلة,Elsayedbasala,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدبصيص,Elsayedbasees,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدبكري,Elsayedbakry,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدحبل,Elsayedhabl,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدحرب,Elsayedharb,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
السيدحسبو,Elsayedhasbo,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
السيدخير,Elsayedkheir,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدرحال,Elsayedrahhal,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدشداد,Elsayedshaddad,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدشوشة,Elsayedshousha,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدطايل,Elsayedtayel,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدطوبة,Elsayedtouba,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
السيدعبدة,Elsayedabda,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدعدوي,Elsayedadawy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدعسكر,Elsayedaskar,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدعصر,Elsayedasr,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدعظمة,Elsayedazama,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدعفصة,Elsayedafsa,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدعياش,Elsayedayyash,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
السيدغالي,Elsayedghaly,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدغباش,Elsayedghabbash,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدغراب,Elsayedghorab,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
السيدفكري,Elsayedfekry,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
السيدقريش,Elsayedqoreish,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدنوير,Elsayednowair,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدهراس,Elsayedheras,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدهيبة,Elsayedheiba,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
السيدين,Elsaydeen,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
السيس,Elsees,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
السيف,Elsaif,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
السيناوي,Elseenawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
السيني,Elseeny,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
السيوري,Elsayyoury,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
السييد,Elsayeid,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشاب,Elshabb,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشابور,Elshabour,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشاحط,Elshahet,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشاخوني,Elshakhouny,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشادن,Elshaden,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0
الشادوف,Elshadouf,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشارودي,Elsharoudy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشاشة,Elshasha,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشاطوري,Elshatoury,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشاعرة,Elshaaera,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشاعرحران,Elshaaerharran,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشاعري,Elshaaery,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشاف,Elshaf,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشاقة,Elshaqa,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الشاكوش,Elshakoush,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشالة,Elshala,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشامل,Elshamel,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشاموتي,Elshamouty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشانوسي,Elshanousy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشاهر,Elshaher,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0
الشايطة,Elshaita,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشايع,Elshayea,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشبا,Elshaba,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشباح,Elshabbah,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشباط,Elshabbat,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشباكي,Elshabbaky,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الشبان,Elshabban,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الشبت,Elshabt,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشبراختي,Elshabrakhty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشبرسي,Elshabresy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشبشري,Elshabshary,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشبكش,Elshabkash,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشبلنجاوي,Elshablangawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشبناتي,Elshabnaty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشبندي,Elshabandy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشبنديري,Elshabandeery,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشبني,Elshabny,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشبواني,Elshabwany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشبوكشي,Elshaboukshy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشبول,Elshoboul,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشبي,Elshabby,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشبيبي,Elshabeeby,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشبيري,Elshobeiry,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشبيه,Elshabeeh,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشترار,Elshetrar,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشتشتاوي,Elshetashtawy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشتوري,Elshetoury,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشجاعي,Elshogaaey,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشجيري,Elshogeiry,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشحام,Elshahham,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشحرب,Elshahrab,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشخاص,Elshakhkhas,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشختور,Elshakhtour,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشخري,Elshakhry,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشخصي,Elshakhsi,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشخطور,Elshakhtour,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشديدي,Elshadeedy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشرابجي,Elsharabgy,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الشراويدي,Elsharawedy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشرايري,Elsharairy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشرباص,Elsherbas,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشربين,Elsharbeen,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشرشيري,Elsharsheery,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشرطوني,Elshartouny,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشرفة,Elshorfa,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشرفية,Elsharafeya,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشرقاي,Elsharqay,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشرقي,Elsharqy,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الشركس,Elsharkas,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشرمببلي,Elsharambibly,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشرملي,Elsharmaly,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشرهاوي,Elsharhawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشرواني,Elsharwany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشروم,Elsharrom,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشريبني,Elshareebny,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشريحني,Elshareehny,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشريحي,Elshareehy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشريكي,Elshareeky,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشريني,Elshareeny,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشطاوي,Elshettawy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشطبي,Elshetaby,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشطة,Elshetta,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الشعابني,Elshaabny,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الشعافي,Elshaaafy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشعتي,Elshaaty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشعر,Elshaar,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشعراي,Elshaaray,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشعرواي,Elshaarawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشعطة,Elshaata,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشعفي,Elshaafy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشعل,Elshaal,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشعنة,Elshaana,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشعواطي,Elshaawaty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشعيبات,Elshoaibat,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشعيرة,Elshaeera,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشعيني,Elshoainy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشغبي,Elshaghby,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشفتي,Elshafty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشفيري,Elshafeery,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشفيق,Elshafeek,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الشقاع,Elshaqqaa,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشقافي,Elshaqafy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشقاقي,Elshaqaqy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشقش,Elshaqsh,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشقيفي,Elshaqeefy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشكل,Elshakl,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشكمجي,Elshakmagy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشكيري,Elshokairy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشكيني,Elshakeeny,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشلاقاني,Elshalaqany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشلاموني,Elshalamouny,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الشلباني,Elshalbany,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشلقان,Elshalqan,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشلمة,Elshalma,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشلهوب,Elshalhoub,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشليان,Elshalian,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشليتة,Elsholaita,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشماخ,Elshammakh,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشمادي,Elshamady,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الشماطي,Elshamaty,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشمبري,Elshambary,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الشمردل,Elshamardal,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الشمي,Elshammy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشمياء,Elshamyaa,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0
الشناكية,Elshanakeya,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشنتتاوي,Elshantatawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشنتلي,Elshantaly,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشنداوي,Elshandawy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشندوخي,Elshandoukhy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشنديد,Elshandeed,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشنشو,Elshanshou,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشنف,Elshanaf,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشنهوري,Elshanhouri,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشنويهي,Elshanweehy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشنيبي,Elshonaiby,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشنيتي,Elshaneety,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشهاري,Elshahary,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشهال,Elshahhal,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشهد,Elshahd,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0
الشهيربشوقي,Elshaheerbeshawky,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشهيرفتحي,Elshaheerfathy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشهيركمال,Elshaheerkamal,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشوادري,Elshawadry,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشوادية,Elshawadeya,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشوار,Elshawwar,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشواش,Elshawwash,r,9e-06,0.0,0.0,0.0,0.0,0.0,0.0
الشواطفي,Elshawatefy,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الشوال,Elshawwal,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشوالي,Elshawaly,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشوباري,Elshoubary,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشوباشي,Elshoubashy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشوبجي,Elshoubagy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشوبك,Elshoubak,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشوبكشي,Elshoubakshy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشوراتي,Elshawraty,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشورب,Elshawrab,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشوريجي,Elshawreegy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الشوش,Elshoush,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشوشة,Elshousha,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشوقيري,Elshawqeery,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الشومان,Elshouman,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشوماني,Elshoumany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشون,Elshoun,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشويح,Elshouwaih,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشويشي,Elshouwaishy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشويك,Elshouwaik,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشويهدي,Elshouwaihdy,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الشياتاني,Elshayatany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشياطي,Elshayaty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشيبكشي,Elshaibakshy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشيبيني,Elshaibeeny,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الشيتحي,Elshaitahy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشيخيو,Elshaikheyo,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشيدي,Elshaidy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشيشاني,Elsheeshany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشيشينجي,Elsheeshenjy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشيطة,Elshaita,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشيل,Elshail,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشيلابي,Elshailaby,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشيمة,Elsheema,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الشييني,Elshayeeny,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصائدي,Elsayedy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصابرحسن,Elsaberhassan,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الصابونجي,Elsaboungy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصادقي,Elsadeqy,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الصاروخة,Elsaroukha,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصاروخي,Elsaroukhy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الصاري,Elsary,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصاعدي,Elsaaedy,r,9e-06,0.0,0.0,0.0,0.0,0.0,0.0
الصافتي,Elsafty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصافور,Elsafour,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصالحية,Elsalheya,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصباحية,Elsabaheya,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الصباع,Elsabbaa,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصبر,Elsabr,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الصبعي,Elsabaay,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصبوح,Elsabouh,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الصبيح,Elsabeeh,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الصحار,Elsahhar,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصحافي,Elsahafy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصحرة,Elsahra,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصخرة,Elsakhra,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصدغي,Elsodghy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الصدقي,Elsedqy,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الصرايرة,Elsarayra,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الصرط,Elsart,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصرفندني,Elsarafandany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصرفندي,Elsarafandy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصرماتي,Elsarmaty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصرمي,Elsarmy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصريح,Elsareeh,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الصريفي,Elsareefy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصصاوي,Elsasawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصعفاني,Elsaafany,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الصعي,Elsaay,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصغيرحرب,Elsagheerharb,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصغيرعسكر,Elsagheeraskar,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصغيري,Elsagheery,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الصف,Elsaf,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الصفتاوي,Elsaftawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصفيان,Elsafyan,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصقراوي,Elsaqrawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصقري,Elsaqry,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الصكب,Elsakb,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصلحي,Elsolhy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصلخي,Elsalkhy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الصمتي,Elsamty,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الصمطي,Elsamaty,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الصمل,Elsaml,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصمولي,Elsammouly,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصنادقي,Elsanadeqy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصنادلي,Elsanadely,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الصناديد,Elsanadeed,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الصنافوري,Elsanafoury,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصنور,Elsannour,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصنيطي,Elsonaity,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصهار,Elsahhar,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصهبان,Elsohban,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصهيلي,Elsohaily,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الصوا,Elsawa,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصوبي,Elsawby,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الصوص,Elsous,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصوط,Elsawt,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصوير,Elsoweir,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الصوينع,Elsoweinaa,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الصوينعي,Elsoweinaay,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصياف,Elsayyaf,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصيامي,Elseyamy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصيح,Elsaih,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصيص,Elsees,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الصيقلي,Elsaiqaly,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الصيوي,Elsayawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الضادي,Eldady,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الضافيني,Eldafeeny,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الضاولجي,Eldawelgy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الضبعان,Eldabaan,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الضبوصي,Eldabbousy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الضبيع,Eldobai,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الضحاك,Eldahhak,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الضراط,Eldarrat,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الضرغام,Eldergham,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الضرواني,Eldarwany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الضريحي,Eldareehy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الضعبوش,Eldaaboush,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الضعضعيني,Eldaadaainy,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الضلاعين,Eldalaeen,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الضلمة,Eldalma,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الضمي,Eldammy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الضنينة,Eldonaina,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
